movieId,tmdbId,original_title,description
8487,19414.0,Please Don't Eat the Daisies,Drama critic Larry McKay his wife Kay and their four sons move from their crowded Manhattan apartment to an old house in the country  While housewife Kay settles into suburban life Larry continues to enjoy the theater and party scene of New York  Kay soon begins to question Larrys fidelity when he mentions a flirtatious encounter with Broadway star Deborah Vaughn The Uproarious Movie From The Big BestSeller Children Comedy Musical en
8491,15794.0,White Heat,A psychopathic criminal Cagney with a mother complex makes a daring break from prison and then leads his old gang in a chemical plant payroll heist  After the heist events take a crazy turn  Pick up the pieces folks Jimmys in action again Crime Drama FilmNoir en
8493,12651.0,Memphis Belle,The Memphis Belle is a World War II bomber piloted by a young crew on dangerous bombing raids into Europe  The crew only have to make one more bombing raid before they have finished their duty and can go home  In the briefing before their last flight the crew discover that the target for the day is Dresden a heavilydefended city that invariably causes many Allied casualties Brave young men who rode on the wings of victory  Action Drama War en
8494,886.0,The Cincinnati Kid,An upandcoming poker player tries to prove himself in a highstakes match against a longtime master of the game  Hed take on anyone at anything anytime  Drama en
8495,9791.0,Animal Factory,A young man goes to prison and a tough older convict takes him under his wing as a mentor   Crime Drama en
8500,38582.0,ゴジラ対メカゴジラ,Great monster fight sequences are a highlight of the 14th Godzilla film  Aliens armed with a mechanical Godzilla intend to take over the planet   The earthlings summon the legendary King Seesar to assist Godzilla in the battle to defend earth  Put the Monster to the Metal Action Horror SciFi ja
8501,9542.0,The Hitcher,A young man who escaped the clutches of a murderous hitchhiker is subsequently stalked framed for the hitchers crimes and has his life made into hell by the same man he escaped  The terror starts the moment he stops  Action Thriller en
8502,17820.0,Show Boat,A dashing Mississippi river gambler wins the affections of the daughter of the owner of the Show Boat  Its NEW Drama Musical Romance en
8506,37696.0,Fear X,When his wife is killed in a seemingly random incident Harry Turturro prompted by mysterious visions journeys to discover the true circumstances surrounding her murder  The Past Can Never Be Rewound Mystery Thriller en
8507,136.0,Freaks,A circus beautiful trapeze artist agrees to marry the leader of sideshow performers but his deformed friends discover she is only marrying him for his inheritance  The love story of a siren a giant and a dwarf Crime Drama Horror en
8511,47653.0,The Immigrant,Charlie is an immigrant who endures a challenging voyage and gets into trouble as soon as he arrives in America  The Tramp arrives in New York Comedy en
8512,10970.0,Silent Movie,Aspiring filmmakers Mel Funn Marty Eggs and Dom Bell go to a financially troubled studio with an idea for a silent movie  In an effort to make the movie more marketable they attempt to recruit a number of big name stars to appear while the studios creditors attempt to thwart them  The film contains only one word of dialogue spoken by an unlikely source   Comedy en
8518,42812.0,Anna Christie,Old sailor Chris Christofferson eagerly awaits the arrival of his grown daughter Anna whom he sent at five years old to live with relatives in Minnesota  He has not seen her since but believes her to be a decent and respectably employed young woman  When Anna arrives however it is clear that she has lived a hard life in the dregs of society and that much of spirit has been extinguished  She falls in love with a young sailor rescued at sea by her father but dreads to reveal to him the truth of her past  Both father and young man are deluded about her background yet Anna cannot quite bring herself to allow them to remain deluded   Drama en
8526,10204.0,Around the World in 80 Days,A bet pits a British inventor a Chinese thief and a French artist on a worldwide adventure that they can circle the globe in 80 days  Let your imagination soar  Adventure Children Comedy en
8528,9472.0,DodgeBall: A True Underdog Story,When megalomaniacal White Goodman the owner of a trendy highend fitness center makes a move to take over the struggling local gym run by happygolucky Pete La Fleur theres only one way for La Fleur to fight back dodgeball  Aided by a dodgeball guru and Goodmans attorney La Fleur and his ragtag team of underdogs launch a knockdown dragout battle in which the winner takes all  Grab Life By The Ball Comedy en
8529,594.0,The Terminal,Viktor Navorski is a man without a country his plane took off just as a coup detat exploded in his homeland leaving it in shambles and now hes stranded at Kennedy Airport where hes holding a passport that nobody recognizes  While quarantined in the transit lounge until authorities can figure out what to do with him Viktor simply goes on living – and courts romance with a beautiful flight attendant  Life is waiting  Comedy Drama Romance en
8530,8981.0,Dear Frankie,Nineyearold Frankie and his single mum Lizzie have been on the move ever since Frankie can remember most recently arriving in a seaside Scottish town  Wanting to protect her deaf son from the truth that theyve run away from his father Lizzie has invented a story that he is away at sea on the HMS Accra  Every few weeks Lizzie writes Frankie a makebelieve letter from his father telling of his adventures in exotic lands  As Frankie tracks the ships progress around the globe he discovers that it is due to dock in his hometown  With the real HMS Accra arriving in only a fortnight Lizzie must choose between telling Frankie the truth or finding the perfect stranger to play Frankies father for just one day     Drama Romance en
8531,12153.0,White Chicks,Two FBI agent brothers Marcus and Kevin Copeland accidentally foil a drug bust  As punishment they are forced to escort a pair of socialites to the Hamptons where theyre going to be used as bait for a kidnapper  But when the girls realize the FBIs plan they refuse to go  Left without options Marcus and Kevin decide to pose as the sisters transforming themselves from AfricanAmerican men into a pair of blonde white women  Theyre going deep undercover  Action Comedy Crime en
